tankName,product,capacity,densityStatus,denFloatHeight,waterDip_cm,water_ltr,density_15C_kgm3,density_kgm3,dip_cm,grossVolume_ltr,netVolume_ltr,temperature_C,ullage_ltr,todaysSale_ltr,todaysDelivery_ltr,timestamp,product_encoded,threat_severity,threat_reason
Tank 1,EBMS,15000,OK,0.0,0.5,2.41,760.84,760.84,68.83,14749.69,14749.69,29.72,250.31,45.76,82.08,2025-08-08T10:30:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.0,4.84,760.84,760.84,69.11,14808.6,14808.6,30.35,191.4,19.83,78.74,2025-08-08T10:45:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.29,4.61,760.84,760.84,69.42,14876.02,14876.02,30.28,123.98,32.83,100.25,2025-08-08T11:00:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.25,4.22,760.84,760.84,70.0,15000.0,15000.0,34.38,0.0,33.35,199.41,2025-08-08T11:15:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.05,7.9,760.84,760.84,70.0,15000.0,15000.0,32.0,0.0,47.04,59.51,2025-08-08T11:30:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.28,4.57,760.84,760.84,70.0,15000.0,15000.0,30.26,0.0,93.48,116.89,2025-08-08T11:45:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.28,2.98,760.84,760.84,69.81,14958.69,14958.69,31.92,41.31,111.17,69.86,2025-08-08T12:00:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.14,1.96,760.84,760.84,70.0,15000.0,15000.0,30.77,0.0,3.08,46.3,2025-08-08T12:15:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.11,3.72,760.84,760.84,70.0,15000.0,15000.0,32.48,0.0,4.3,174.78,2025-08-08T12:30:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.48,9.16,760.84,760.84,70.0,15000.0,15000.0,28.86,0.0,77.98,142.73,2025-08-08T12:45:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.02,0.01,760.84,760.84,70.0,15000.0,15000.0,31.97,0.0,42.84,66.73,2025-08-08T13:00:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.23,8.94,760.84,760.84,70.0,15000.0,15000.0,32.8,0.0,2.09,150.28,2025-08-08T13:15:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.33,0.27,760.84,760.84,69.74,14944.09,14944.09,32.36,55.91,113.69,57.78,2025-08-08T13:30:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.3,4.7,760.84,760.84,70.0,15000.0,15000.0,29.47,0.0,41.42,187.03,2025-08-08T13:45:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.35,9.66,760.84,760.84,69.89,14976.51,14976.51,34.89,23.49,65.79,42.3,2025-08-08T14:00:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.34,6.7,760.84,760.84,70.0,15000.0,15000.0,30.45,0.0,8.46,48.0,2025-08-08T14:15:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.14,7.16,760.84,760.84,69.79,14955.47,14955.47,30.18,44.53,114.69,70.16,2025-08-08T14:30:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.28,7.0,760.84,760.84,69.52,14896.66,14896.66,32.5,103.34,78.54,19.73,2025-08-08T14:45:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.07,7.81,760.84,760.84,69.29,14848.66,14848.66,34.46,151.34,62.87,14.87,2025-08-08T15:00:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.4,0.06,760.84,760.84,69.88,14973.25,14973.25,28.43,26.75,19.0,143.59,2025-08-08T15:15:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.46,0.1,760.84,760.84,69.71,14936.97,14936.97,32.03,63.03,75.69,39.41,2025-08-08T15:30:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.01,0.83,760.84,760.84,70.0,15000.0,15000.0,30.4,0.0,23.61,148.38,2025-08-08T15:45:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.27,1.53,760.84,760.84,69.78,14953.88,14953.88,29.45,46.12,63.93,17.81,2025-08-08T16:00:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.44,6.91,760.84,760.84,69.72,14939.11,14939.11,31.14,60.89,96.0,81.23,2025-08-08T16:15:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.41,2.39,760.84,760.84,69.99,14997.91,14997.91,34.01,2.09,57.8,116.6,2025-08-08T16:30:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.49,0.84,760.84,760.84,70.0,15000.0,15000.0,33.39,0.0,105.21,124.02,2025-08-08T16:45:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.14,2.25,760.84,760.84,69.59,14911.51,14911.51,33.27,88.49,137.15,48.66,2025-08-08T17:00:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.44,5.21,760.84,760.84,69.17,14823.2,14823.2,34.58,176.8,94.34,6.03,2025-08-08T17:15:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.33,4.07,760.84,760.84,68.62,14704.53,14704.53,30.76,295.47,124.43,5.76,2025-08-08T17:30:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.29,5.4,760.84,760.84,68.75,14732.19,14732.19,28.73,267.81,92.93,120.59,2025-08-08T17:45:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.22,3.7,760.84,760.84,69.07,14800.51,14800.51,28.22,199.49,9.02,77.34,2025-08-08T18:00:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.14,2.42,760.84,760.84,68.65,14710.59,14710.59,34.07,289.41,142.85,52.93,2025-08-08T18:15:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.0,0.04,760.84,760.84,68.3,14635.19,14635.19,29.36,364.81,140.43,65.03,2025-08-08T18:30:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.1,4.94,760.84,760.84,68.89,14761.09,14761.09,31.64,238.91,15.33,141.23,2025-08-08T18:45:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.38,9.63,760.84,760.84,69.1,14807.58,14807.58,33.53,192.42,93.93,140.42,2025-08-08T19:00:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.21,1.63,760.84,760.84,69.42,14875.95,14875.95,29.22,124.05,127.09,195.46,2025-08-08T19:15:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.25,8.52,760.84,760.84,69.48,14888.28,14888.28,30.1,111.72,92.31,104.64,2025-08-08T19:30:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.04,3.93,760.84,760.84,69.32,14854.24,14854.24,32.0,145.76,66.03,31.99,2025-08-08T19:45:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.37,3.44,760.84,760.84,69.27,14844.28,14844.28,33.75,155.72,26.49,16.53,2025-08-08T20:00:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.42,9.65,760.84,760.84,69.51,14895.19,14895.19,30.31,104.81,102.55,153.46,2025-08-08T20:15:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.13,4.52,760.84,760.84,69.31,14853.16,14853.16,32.56,146.84,49.77,7.74,2025-08-08T20:30:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.32,8.54,760.84,760.84,69.25,14839.29,14839.29,31.9,160.71,29.64,15.77,2025-08-08T20:45:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.2,0.4,760.84,760.84,69.81,14958.81,14958.81,33.74,41.19,56.73,176.25,2025-08-08T21:00:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.07,2.44,760.84,760.84,69.66,14926.88,14926.88,30.24,73.12,36.27,4.34,2025-08-08T21:15:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.32,7.73,760.84,760.84,70.0,15000.0,15000.0,30.39,0.0,49.08,149.38,2025-08-08T21:30:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.07,1.01,760.84,760.84,69.9,14979.11,14979.11,30.42,20.89,69.9,49.01,2025-08-08T21:45:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.34,5.16,760.84,760.84,69.74,14943.7,14943.7,29.32,56.3,116.76,81.35,2025-08-08T22:00:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.37,8.69,760.84,760.84,69.5,14893.59,14893.59,30.72,106.41,109.77,59.66,2025-08-08T22:15:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.17,7.96,760.84,760.84,69.27,14843.49,14843.49,30.52,156.51,147.14,97.04,2025-08-08T22:30:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.17,7.93,760.84,760.84,69.37,14865.98,14865.98,28.81,134.02,104.42,126.91,2025-08-08T22:45:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.23,3.73,760.84,760.84,69.15,14817.43,14817.43,34.23,182.57,141.72,93.17,2025-08-08T23:00:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.09,8.31,760.84,760.84,69.88,14974.9,14974.9,32.6,25.1,6.21,163.68,2025-08-08T23:15:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.5,7.73,760.84,760.84,70.0,15000.0,15000.0,29.18,0.0,112.07,146.97,2025-08-08T23:30:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.5,3.18,760.84,760.84,70.0,15000.0,15000.0,34.4,0.0,46.91,63.13,2025-08-08T23:45:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.41,0.34,760.84,760.84,70.0,15000.0,15000.0,30.2,0.0,18.95,81.03,2025-08-09T00:00:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.29,4.58,760.84,760.84,70.0,15000.0,15000.0,32.5,0.0,64.02,145.98,2025-08-09T00:15:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.41,5.89,760.84,760.84,70.0,15000.0,15000.0,29.72,0.0,11.49,98.86,2025-08-09T00:30:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.04,1.05,760.84,760.84,70.0,15000.0,15000.0,30.51,0.0,59.2,102.24,2025-08-09T00:45:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.28,3.56,760.84,760.84,70.0,15000.0,15000.0,33.82,0.0,100.17,141.72,2025-08-09T01:00:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.22,9.07,760.84,760.84,70.0,15000.0,15000.0,34.31,0.0,82.66,116.84,2025-08-09T01:15:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.42,3.49,760.84,760.84,69.98,14995.73,14995.73,32.44,4.27,13.94,9.67,2025-08-09T01:30:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.01,1.95,760.84,760.84,69.82,14960.87,14960.87,31.31,39.13,100.17,65.31,2025-08-09T01:45:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.07,6.73,760.84,760.84,69.52,14897.94,14897.94,29.44,102.06,75.36,12.43,2025-08-09T02:00:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.32,9.21,760.84,760.84,69.6,14913.59,14913.59,28.12,86.41,3.95,19.6,2025-08-09T02:15:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.27,0.03,760.84,760.84,69.95,14989.99,14989.99,33.95,10.01,68.52,144.92,2025-08-09T02:30:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.12,8.88,760.84,760.84,69.58,14909.08,14909.08,28.62,90.92,123.0,42.09,2025-08-09T02:45:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.34,1.58,760.84,760.84,69.48,14888.78,14888.78,34.15,111.22,50.6,30.3,2025-08-09T03:00:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.34,8.88,760.84,760.84,69.61,14915.97,14915.97,33.24,84.03,124.76,151.95,2025-08-09T03:15:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.47,4.98,760.84,760.84,69.89,14976.75,14976.75,33.87,23.25,109.31,170.09,2025-08-09T03:30:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.12,1.65,760.84,760.84,69.53,14900.06,14900.06,33.82,99.94,92.35,15.66,2025-08-09T03:45:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.4,6.72,760.84,760.84,69.37,14865.74,14865.74,31.42,134.26,118.95,84.63,2025-08-09T04:00:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.33,5.33,760.84,760.84,69.62,14919.48,14919.48,31.4,80.52,145.14,198.88,2025-08-09T04:15:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.43,0.85,760.84,760.84,69.43,14877.04,14877.04,31.03,122.96,125.23,82.79,2025-08-09T04:30:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.31,6.62,760.84,760.84,70.0,15000.0,15000.0,33.85,0.0,13.23,167.66,2025-08-09T04:45:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.3,8.2,760.84,760.84,69.83,14963.39,14963.39,34.71,36.61,89.96,53.35,2025-08-09T05:00:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.28,8.97,760.84,760.84,70.0,15000.0,15000.0,33.43,0.0,42.46,141.41,2025-08-09T05:15:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.31,0.61,760.84,760.84,69.7,14935.69,14935.69,33.58,64.31,142.7,78.39,2025-08-09T05:30:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.35,9.29,760.84,760.84,69.69,14933.31,14933.31,30.36,66.69,123.86,121.48,2025-08-09T05:45:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.27,9.56,760.84,760.84,69.83,14964.51,14964.51,32.93,35.49,40.52,71.72,2025-08-09T06:00:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.18,1.11,760.84,760.84,69.71,14938.02,14938.02,32.49,61.98,59.93,33.44,2025-08-09T06:15:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.37,4.35,760.84,760.84,69.29,14846.85,14846.85,32.13,153.15,98.57,7.4,2025-08-09T06:30:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.48,1.01,760.84,760.84,69.81,14960.15,14960.15,28.64,39.85,81.04,194.34,2025-08-09T06:45:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.03,3.75,760.84,760.84,70.0,15000.0,15000.0,30.45,0.0,5.06,151.55,2025-08-09T07:00:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.01,4.64,760.84,760.84,69.74,14945.3,14945.3,34.53,54.7,138.77,84.07,2025-08-09T07:15:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.28,9.54,760.84,760.84,69.55,14903.71,14903.71,32.7,96.29,130.32,88.73,2025-08-09T07:30:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.03,8.5,760.84,760.84,69.57,14907.56,14907.56,31.28,92.44,59.63,63.48,2025-08-09T07:45:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.26,4.77,760.84,760.84,69.45,14882.36,14882.36,30.82,117.64,52.97,27.77,2025-08-09T08:00:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.04,4.09,760.84,760.84,69.95,14988.39,14988.39,34.04,11.61,59.06,165.09,2025-08-09T08:15:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.28,9.31,760.84,760.84,70.0,15000.0,15000.0,30.0,0.0,35.36,65.12,2025-08-09T08:30:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.25,5.5,760.84,760.84,70.0,15000.0,15000.0,34.89,0.0,35.69,37.6,2025-08-09T08:45:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.34,2.76,760.84,760.84,70.0,15000.0,15000.0,34.2,0.0,35.66,158.58,2025-08-09T09:00:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.05,3.62,760.84,760.84,70.0,15000.0,15000.0,34.13,0.0,11.56,64.95,2025-08-09T09:15:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.32,6.19,760.84,760.84,70.0,15000.0,15000.0,29.52,0.0,28.76,64.16,2025-08-09T09:30:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.21,5.21,760.84,760.84,70.0,15000.0,15000.0,30.53,0.0,3.55,5.78,2025-08-09T09:45:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.06,9.37,760.84,760.84,70.0,15000.0,15000.0,32.0,0.0,6.46,71.84,2025-08-09T10:00:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.2,9.84,760.84,760.84,69.63,14919.96,14919.96,34.85,80.04,101.09,21.05,2025-08-09T10:15:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.17,0.17,760.84,760.84,70.0,15000.0,15000.0,28.23,0.0,38.53,178.23,2025-08-09T10:30:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.23,5.29,760.84,760.84,70.0,15000.0,15000.0,28.13,0.0,81.53,166.75,2025-08-09T10:45:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.08,1.77,760.84,760.84,69.91,14980.43,14980.43,28.83,19.57,86.0,66.43,2025-08-09T11:00:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.17,3.06,760.84,760.84,69.49,14890.23,14890.23,30.12,109.77,114.03,23.83,2025-08-09T11:15:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.31,6.96,760.84,760.84,69.2,14829.56,14829.56,31.37,170.44,131.84,71.17,2025-08-09T11:30:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.19,3.1,760.84,760.84,69.63,14921.64,14921.64,32.87,78.36,70.77,162.85,2025-08-09T11:45:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.09,6.57,760.84,760.84,70.0,15000.0,15000.0,34.7,0.0,12.91,136.51,2025-08-09T12:00:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.04,5.96,760.84,760.84,70.0,14999.36,14999.36,30.14,0.64,47.18,46.54,2025-08-09T12:15:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.13,5.27,760.84,760.84,70.0,15000.0,15000.0,29.58,0.0,45.27,106.34,2025-08-09T12:30:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.33,9.25,760.84,760.84,70.0,15000.0,15000.0,31.12,0.0,123.05,195.61,2025-08-09T12:45:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.28,0.97,760.84,760.84,70.0,15000.0,15000.0,31.24,0.0,14.96,198.04,2025-08-09T13:00:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.14,3.48,760.84,760.84,70.0,15000.0,15000.0,33.28,0.0,85.81,143.75,2025-08-09T13:15:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.21,1.59,760.84,760.84,69.83,14962.86,14962.86,33.76,37.14,74.59,37.45,2025-08-09T13:30:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.39,3.08,760.84,760.84,69.23,14834.69,14834.69,31.41,165.31,137.92,9.75,2025-08-09T13:45:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.33,0.75,760.84,760.84,69.05,14795.42,14795.42,32.24,204.58,118.69,79.42,2025-08-09T14:00:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.12,7.98,760.84,760.84,69.25,14838.78,14838.78,28.89,161.22,99.92,143.28,2025-08-09T14:15:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.44,0.94,760.84,760.84,69.04,14793.55,14793.55,34.3,206.45,145.94,100.71,2025-08-09T14:30:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.37,4.36,760.84,760.84,69.54,14901.92,14901.92,34.85,98.08,38.17,146.54,2025-08-09T14:45:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.01,2.74,760.84,760.84,70.0,15000.0,15000.0,30.38,0.0,23.2,192.16,2025-08-09T15:00:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.34,8.41,760.84,760.84,70.0,15000.0,15000.0,34.86,0.0,20.8,47.67,2025-08-09T15:15:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.12,7.91,760.84,760.84,70.0,15000.0,15000.0,31.95,0.0,63.51,138.9,2025-08-09T15:30:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.49,4.91,760.84,760.84,69.64,14923.77,14923.77,33.45,76.23,145.82,69.59,2025-08-09T15:45:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.27,4.95,760.84,760.84,69.79,14955.98,14955.98,31.59,44.02,71.58,103.79,2025-08-09T16:00:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.2,8.85,760.84,760.84,69.88,14973.76,14973.76,32.75,26.24,68.82,86.6,2025-08-09T16:15:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.27,6.42,760.84,760.84,69.96,14991.74,14991.74,32.87,8.26,37.83,55.81,2025-08-09T16:30:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.17,7.81,760.84,760.84,70.0,15000.0,15000.0,30.07,0.0,82.96,95.07,2025-08-09T16:45:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.39,8.3,760.84,760.84,70.0,15000.0,15000.0,32.66,0.0,7.6,70.7,2025-08-09T17:00:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.13,1.27,760.84,760.84,70.0,15000.0,15000.0,32.77,0.0,100.98,196.87,2025-08-09T17:15:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.2,5.59,760.84,760.84,70.0,15000.0,15000.0,28.62,0.0,48.65,180.0,2025-08-09T17:30:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.47,9.34,760.84,760.84,70.0,15000.0,15000.0,29.46,0.0,65.93,75.48,2025-08-09T17:45:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.05,9.3,760.84,760.84,70.0,15000.0,15000.0,33.54,0.0,116.42,147.8,2025-08-09T18:00:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.44,6.91,760.84,760.84,70.0,15000.0,15000.0,29.26,0.0,82.27,99.66,2025-08-09T18:15:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.09,1.48,760.84,760.84,70.0,15000.0,15000.0,31.57,0.0,34.94,117.33,2025-08-09T18:30:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.07,7.19,760.84,760.84,70.0,15000.0,15000.0,30.04,0.0,69.6,115.22,2025-08-09T18:45:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.09,1.25,760.84,760.84,69.67,14928.87,14928.87,33.38,71.13,98.25,27.12,2025-08-09T19:00:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.01,6.5,760.84,760.84,69.58,14908.94,14908.94,30.09,91.06,144.28,124.35,2025-08-09T19:15:00Z,0,Critical,Extremely low ullage – tank overfilled
Tank 1,EBMS,15000,OK,0.0,0.08,9.8,760.84,760.84,69.11,14808.39,14808.39,28.39,191.61,145.24,44.69,2025-08-09T19:30:00Z,0,Critical,Extremely low ullage – tank overfilled
